,addresses,zip,lat,long
2356,5383 Cervantes,78228-4410,29.451682,-98.593652
2357,5718 Mcdavitt Rd,78227-2128,29.415884,-98.602565
2358,2303 Loop 410 Ne,78217-5602,29.516322,-98.422473
2359,5243 Village Glen Dr,78218-3800,29.488342,-98.383909
2360,236 Holbrook,78218-5203,29.470391,-98.413561
2361,2800 Montrose,78223-2738,29.369723,-98.447461
2362,619 Avondale,78223-2616,29.370658,-98.45591
2363,2607 Old Gate,78230-5232,29.524434,-98.535303
2364,1335 Santa Anna,78201-4120,29.471182,-98.516977
2365,234 Maurine,78223-1357,29.378606,-98.462028
2366,130 Rollins Ave,78228-5503,29.44802,-98.544962
2367,5122 Casa Oro,78233-6431,29.545081,-98.389768
2368,908 Garraty Rd,78209-6155,29.474925,-98.444452
2369,6345 Walzem Rd,78239-3232,29.502641,-98.364429
2370,1151 Leal St,78207-2238,29.434917,-98.521386
2371,1212 Leal St,78207-2104,29.434976,-98.522471
2372,423 Westoak,78227-3528,29.4088,-98.630909
2373,4600 Martin St W,78237-1651,29.434065,-98.54729
2374,4302 Neer Ave,78213-3617,29.493787,-98.519349
2375,2929 Rigsby Ave,78222-1009,29.398531,-98.409678
2376,13002 Los Espanada,78233-5803,29.55596,-98.392943
2377,513 Monclova,78207,29.434134,-98.517933
2378,9700 Ray Ellison Dr,78236,29.391893,-98.656594
2379,5867 Cliff Path,78250-3907,29.495664,-98.678933
2380,7735 Cagnon Rd,78252,29.351222,-98.710154
2381,5520 Randolph Blvd,78233-6114,29.531698,-98.380832
2382,7026 Baywater,78229-5050,29.498641,-98.57705
2383,1000 Olmos Dr E,78212-2547,29.47061,-98.478215
2384,118 Riverside,78210-4904,29.378807,-98.484424
2385,1522 Lennon Ave,78223-2580,29.371459,-98.471857
2386,1477 Contour Dr W,78212-1236,29.487178,-98.49459
2387,2200 Military Dr S E,78223-3526,29.351663,-98.459912
2388,10347 Nacogdoches Rd,78217-2811,29.534059,-98.428899
2389,0 Chappie James Way,78236-0122,29.387053,-98.599864
2390,10762 Pleasanton Rd,78221-9688,29.281297,-98.500289
2391,818 Valley Hi Drive,78227-4604,29.380841,-98.640524
2392,6500 Bandera Rd,78238-1440,29.491068,-98.613027
2393,6785 Cagnon Rd,78252,29.364406,-98.707278
2394,6305 Cagnon Rd,78252,29.369882,-98.707294
2395,800 Commercial Ave,78211-1746,29.375388,-98.516861
2396,804 Crystal,78211-1718,29.377051,-98.51435
2397,2527 Cincinnati Ave,78228-5404,29.452621,-98.556712
2398,1300 Elmendorf N,78207-1141,29.441505,-98.527649
2399,200 Mayberry,78237,29.440414,-98.565935
2400,2300 Mistletoe W,78201-5359,29.456105,-98.538142
2401,2065 Woodlawn Ave W,78201-5320,29.454674,-98.532737
2402,1000 Kentucky Ave,78201-6016,29.446566,-98.527451
2403,703 Lone Star Blvd,78204,29.402479,-98.489355
2404,3847 Thousand Oaks,78217-1951,29.559546,-98.419308
2405,4801 Goldfield,78218-4600,29.482494,-98.398062
2406,224 Amires Place,78237-1276,29.438492,-98.574556
2407,5700 New Braunfels Ave S,78223-2608,29.369522,-98.460979
2408,802 Shemya Ave,78221-3142,29.334619,-98.516385
2409,224 Amires Place,78237-1276,29.438492,-98.574556
2410,624 Terrell Rd,78209-6131,29.471341,-98.446081
2411,700 Rio Grande S,78202,29.424838,-98.447408
2412,101 Griggs,78228-5710,29.44099,-98.587172
2413,502 Walton Ave,78225-1460,29.393497,-98.529033
2414,5650 Ocean Side,78242-3219,29.329598,-98.615107
2415,4500 New Braunfels Ave N,78209-6225,29.470091,-98.460269
2416,9022 Callaghan Rd,78230-4513,29.523815,-98.539876
2417,501 Sacramento,78212-1825,29.472431,-98.500504
2418,427 Princeton,78201-6323,29.445821,-98.513955
2419,216 Lubbock St E,78204-2927,29.396883,-98.500842
2420,539 Huisache Ave W,78212-3210,29.455814,-98.502562
2421,8710 Datapoint,78229-3201,29.520254,-98.567071
2422,3450 Southcross Blvd E,78223-1633,29.375816,-98.430302
2423,4123 Commerce St W,78207-3652,29.42978,-98.544782
2424,512 Euclid Ave W,78212-5103,29.4361,-98.497868
2425,500 Refugio St,78210-1029,29.412849,-98.482322
2426,202 Natalen Ave,78209-6727,29.456278,-98.46848
2427,129 San Gabriel S,78237-1937,29.430154,-98.560406
2428,8132 New Dawn,78250-2656,29.515587,-98.653666
2429,8118 New Dawn,78250-2656,29.515135,-98.653689
2430,6785 Cagnon Rd,78252,29.364406,-98.707278
2431,635 Ware Blvd,78221-1939,29.348941,-98.49076
2432,10762 Pleasanton Rd,78221-9688,29.281297,-98.500289
2433,12521 Nacogdoches Rd,78217-2117,29.553504,-98.40354
2434,23490 Ih 10 W,78257-1613,29.658814,-98.626323
2435,2606 Hicks Ave,78210-5625,29.392039,-98.439374
2436,12100 Volunteer Pkwy,78253-5039,29.478078,-98.732638
2437,1300 Evans Rd,78258-6916,29.637506,-98.471754
2438,9110 Broadway,78215,29.44005,-98.477843
2439,9500 Mccullough Ave,78216,29.526059,-98.491807
2440,1117 Gramercy Place W,78201-5217,29.460615,-98.512571
2441,3502 Lake Town Ct,78217-3232,29.533385,-98.43132
2442,5414 Midcrown Dr E,78218-6071,29.494322,-98.383919
2443,1135 Mission Rd,78210-4505,29.385518,-98.489741
2444,803 Lee Hall,78212-1351,29.475425,-98.504532
2445,1701 Santa Barbara,78201-4006,29.470386,-98.522657
2446,13847 Chittim Woods Dr,78232-5458,29.574077,-98.45989
2447,1500 Mission Rd,78210,29.382104,-98.489698
2448,247 Bexar,78228-4207,29.465815,-98.552466
2449,2051 Loop 1604 Nw,78221,29.216218,-98.493725
2450,7175 Timber Ridge Dr,78227-1711,29.42226,-98.634975
2451,2002 Roan,78227-2775,29.412585,-98.641291
2452,5414 Midcrown Dr E,78218-6071,29.494322,-98.383919
2453,3526 Poplar St W,78228-6432,29.442691,-98.546829
2454,5414 Midcrown Dr E,78218-6071,29.494322,-98.383919
2455,12133 Wetmore Rd,78247-3641,29.55211,-98.429483
2456,12300 Wetmore Rd,78247,29.551388,-98.430082
2457,8700 Old Tezel Rd,78254,29.524117,-98.668944
2458,7135 Oaklawn,78229-3005,29.499851,-98.555784
2459,3939 Medical Dr,78229-2102,29.519859,-98.560259
2460,5240 Fredericksburg Rd,78229-4125,29.50427,-98.561546
2461,4300 Emory Oak,78223,29.351706,-98.41238
2462,1950 La Manda Blvd,78201-2227,29.486584,-98.527456
2463,9800 Wurzbach Rd,78230,29.531673,-98.561532
2464,6027 Little Brandywine,78233-4616,29.55571,-98.368147
2465,1811 Springvale Dr,78227,29.381574,-98.63571
2466,9531 State Hwy 151,78251-4425,29.447066,-98.672245
2467,5234 Stoneshire,78218-4718,29.478658,-98.386182
2468,111 Yolanda,78228-5860,29.442273,-98.578782
2469,7322 Military Dr W,78227-2924,29.414836,-98.629086
2470,100 Hackley,78207-1410,29.441035,-98.528858
2471,3450 Southcross Blvd E,78223-1633,29.375816,-98.430302
2472,242 Maurine,78223-1357,29.378856,-98.461736
2473,300 Rosita,78207-6118,29.415824,-98.514725
2474,1431 San Francisco,78201-4116,29.468747,-98.518563
2475,2303 Loop 410 Ne ,78217-5602,29.516322,-98.422473
2476,1701 Cactus Bluff,78258-7451,29.633495,-98.46927
2477,3607 Quiet Meadow,78247-3024,29.577423,-98.424919
2478,258 Edna Ave,78220-1226,29.417826,-98.436133
2479,12400 Nacogdoches Rd,78217-2122,29.552503,-98.404987
2480,4065 Ih 10 E,78219,29.429614,-98.414475
2481,6400 Stahl Rd,78247-1013,29.594127,-98.3637
2482,330 Sunshine E,78228-4238,29.473337,-98.548995
2483,3907 Commercial Ave,78221-3124,29.333446,-98.516205
2484,3725 Candlebluff Dr,78244-1989,29.458511,-98.365342
2485,115 Pamela,78223-1265,29.376902,-98.468795
2486,12702 Skyline Blvd,78217-1924,29.556338,-98.404074
2487,4306 Tallulah Dr,78218-3541,29.491576,-98.408657
2488,1500 Loop 1604 Ne,78221,29.216218,-98.493725
2489,21703 Encino Commons,78259-2762,29.643425,-98.450974
2490,1352 Gardina,78201-3311,29.480063,-98.536386
2491,4727 Commerce St W,78237-1501,29.431023,-98.5569
2492,1616 Loop 1604 Ne,78221,29.216218,-98.493725
2493,9900 Sable Arrow,78251-4332,29.482544,-98.687094
2494,803 Loop 410 Nw,78216-5614,29.520921,-98.50554
2495,9803 Carowinds,78251-4318,29.477497,-98.683717
2496,316 34Th St Nw,,29.425173,-98.494599
2497,4226 Tallulah Dr,78218-3539,29.491577,-98.409086
2498,914 Crestfield,78227-1820,29.424904,-98.628115
2499,264 Lachappelle W,78204-1853,29.407894,-98.507692
2500,342 Petaluma Blvd E,78221-3337,29.339156,-98.495424
2501,911 Topaz,78228-6461,29.440251,-98.550562
2502,211 Mayberry Ave,78228-6030,29.44031,-98.564827
2503,12119 San  Miguel,78233-6740,29.551123,-98.401251
2504,150 Arvin,78209-6004,29.476885,-98.438183
2505,5251 Timberhill Dr,78238-3531,29.482848,-98.629521
2506,132 Afton Oaks E,78232-1236,29.607898,-98.483913
2507,11311 Sir Winston,78216-2468,29.552493,-98.510262
2508,211 Mayberry Ave,78228-6030,29.44031,-98.564827
2509,601 I St,78220-4102,29.405464,-98.437872
2510,2410 Thousand Oaks,78232-3207,29.585421,-98.450371
2511,5638 Fountainwood Dr,78233-4930,29.566698,-98.375872
2512,5402 Havencrest Dr,78242-1318,29.365914,-98.601096
2513,315 Cravens Ave,78223-1829,29.380164,-98.451882
2514,639 Sabinas N,78207-2923,29.433442,-98.519024
2515,8865 Grissom Rd,78251-2801,29.480797,-98.65983
2516,203 Greenhaven,78201-2210,29.487412,-98.532136
2517,1500 Hamiliton Ave S,78207,29.412838,-98.533516
2518,231 Brightwood Place,78209-3314,29.496656,-98.460803
2519,800 Military Dr Sw,78253,29.447346,-98.718672
2520,2300 Pleasanton Rd,78221,29.356642,-98.503895
2521,7930 Flores St S,78221-2416,29.346673,-98.486634
2522,319 Mcdougal Ave,78223-1423,29.38103,-98.449465
2523,102 Pardo Cir,78228-5025,29.460866,-98.552267
2524,10000 Eveningway,78233-6520,29.53137,-98.38897
2525,415 Glamis Ave,78223-1501,29.379291,-98.449658
2526,5005 Timberhill Dr,78238-3517,29.480678,-98.627731
2527,2502 Menchaca,78207,29.439976,-98.511256
2528,2222 Knights Wood,78231-1945,29.567655,-98.530715
2529,5025 Timberhill Dr,78238-3500,29.481367,-98.628295
2530,4310 Tallulah Dr,78218-3541,29.491576,-98.408449
2531,1402 Plumeria,78232-4837,29.56339,-98.474811
2532,2310 Pleasanton Rd,78221,29.356215,-98.503888
2533,235 Lyric Ave,78223-1849,29.376726,-98.450789
2534,829 Thompson Place,78226-1415,29.394757,-98.535316
2535,138 Ravenhill Dr E,78214-2549,29.360653,-98.486339
2536,107 Barbara,78216-7339,29.503276,-98.49325
2537,9603 Bandera Rd,78250-5600,29.533842,-98.646565
2538,700 Ellison Dr S,78245-1010,29.43236,-98.685007
2539,200 Astor,78210-5138,29.388014,-98.471553
2540,167 Shoreview,78242-1040,29.370102,-98.618341
2541,25001 Granite Path,78258-1924,29.64877,-98.500981
2542,11515 Whisper Cir,78230-3705,29.54617,-98.538241
2543,8558 Timberbriar,78250-4316,29.487522,-98.65138
2544,25000 Granite Path,78258,29.649493,-98.500315
2545,600 Groos Ave,78223,29.371338,-98.466695
2546,1300 Mariposa W,78201-2912,29.480904,-98.516142
2547,2400 Lockhill-Selma Rd,78230,29.544118,-98.531983
2548,1400 Kendalia Ave,78224-1108,29.360065,-98.530222
2549,2907 Thousand Oaks,78247-3312,29.577779,-98.441285
2550,1437 Kendalia Ave,78224-1109,29.360204,-98.5319
2551,4400 Walzem Rd,78218-2041,29.510308,-98.407554
2552,710 Shelby,78211-2758,29.365129,-98.522761
2553,600 Nellie,78220,29.407465,-98.441001
2554,5700 Lost Crk,78247,29.589002,-98.380503
2555,5102 Stockman Dr,78247-1814,29.577191,-98.389719
2556,6600 Ingram Rd,78238-4118,29.465276,-98.622988
2557,123 Kathy,78223-1249,29.375994,-98.468503
2558,5200 Timberhill Dr,78238-3516,29.481415,-98.628335
2559,1200 Lombrano St,78207-1441,29.443099,-98.527443
2560,11510 Whisper Ledge,78230-3715,29.545587,-98.53897
2561,1154 F Street,78220,29.40851,-98.420578
2562,500 Oblate,78216,29.50433,-98.49926
2563,8800 Starcrest Dr,78217-4703,29.52047,-98.422782
2564,20410 Grail Quest,78258-3308,29.631886,-98.490783
2565,941 Kayton Ave,78210-3671,29.397416,-98.454753
2566,300 Jim St,78208-1822,29.440166,-98.448984
2567,4830 Ray Bon Dr,78218-3900,29.491562,-98.386218
2568,5410 Morey Rd,78227,29.392178,-98.601061
2569,5025 Timberhill Dr,78238-3500,29.481367,-98.628295
2570,10102 Old Us Hwy 90 W,78227,29.405142,-98.619874
2571,6800 Ingram Rd,78238-4103,29.464913,-98.623931
2572,1600 Donaldson Ave,78228-3025,29.465248,-98.556662
2573,5410 Morey Rd,78227,29.392178,-98.601061
2574,5414 Midcrown Dr E,78218-6071,29.494322,-98.383919
2575,1618 Wrangler Dr,78227-2781,29.417041,-98.642585
2576,1330 Meadow Knoll,78227-1707,29.425477,-98.640149
2577,20505 Us Hwy 281 N,78258,29.634211,-98.458123
2578,3098 Caliza Dr,78259,29.638234,-98.433522
2579,8722 Cinnamon Crk,78240-4500,29.523051,-98.579857
2580,2914 Josue Sanchez,78235,29.350141,-98.446622
2581,2011 Bandera Rd,78228-2800,29.473317,-98.578678
2582,6700 Willow Oak,78249-1512,29.573476,-98.622181
2583,2300 28Th St Nw,,29.425173,-98.494599
2584,530 Elmwood,78212-2112,29.468861,-98.502672
2585,5410 Morey Rd,78227,29.392178,-98.601061
2586,8700 Post Oak Ln,78217-5113,29.518842,-98.434132
2587,1318 Ridgewood Ct W,78201-4107,29.467914,-98.516364
2588,7135 Snowden,78240-4756,29.501145,-98.589256
2589,300 Catalina,,29.425173,-98.494599
2590,909 Alametos St,78201-3002,29.476936,-98.508286
2591,3900 Neer Ave,78213-4523,29.490672,-98.52008
2592,909 Alametos St,78201-3002,29.476936,-98.508286
2593,1400 Tampico St,78207-6029,29.4147,-98.520635
2594,318 Notre Dame Dr,78228-4908,29.453447,-98.555939
2595,6209 West Ave,78213-2315,29.519906,-98.525941
2596,338 Bonnell Dr,78223-1220,29.380531,-98.464011
2597,139 Sterling St,78220-3132,29.412454,-98.440164
2598,10700 Nacogdoches Rd,78217-2849,29.536816,-98.425348
2599,4330 Spectrum One,78230-3122,29.53767,-98.564675
2600,12523 Mt Defiance,78233-5130,29.554915,-98.375043
2601,7077 San Pedro Ave,78216-6209,29.51105,-98.499258
2602,419 Norwood W,78212-2129,29.468014,-98.500446
2603,822 Hutchins Place W,78221-2511,29.345634,-98.517286
2604,2213 Martin St W,78207-2259,29.431185,-98.51677
2605,207 Oconee,78211,29.365311,-98.524852
2606,13039 Feather Rdg,78233-4550,29.560032,-98.367686
2607,909 Alametos St,78201-3002,29.476936,-98.508286
2608,1415 Santa Anna,78201-4122,29.471184,-98.517922
2609,438 Stardust St,78228-2761,29.469886,-98.587151
2610,6100 Walzem Rd,78218-2109,29.504927,-98.367801
2611,22106 Yorkhaven,78259-2138,29.647268,-98.428703
2612,12702 Maple Park Dr,78249-4461,29.557496,-98.63605
2613,162 Cheryl Dr W,78228-4037,29.459768,-98.56174
2614,5314 Randolph Blvd,78233-6209,29.528333,-98.385159
2615,13616 Primwood,78233-4972,29.565283,-98.37911
2616,5419 Morey Rd,78227,29.392183,-98.596468
2617,3326 Laurel W,78228-6359,29.44654,-98.548691
2618,15531 Jane Grove,78253-5748,29.435324,-98.804496
2619,2819 White S Ww,,29.425173,-98.494599
2620,2419 Arbor Place,78228-6405,29.438981,-98.542259
2621,438 Stardust St,78228-2761,29.469886,-98.587151
2622,12119 San Miguel,78233-6740,29.551123,-98.401251
2623,418 Weizmann,78213-4640,29.492389,-98.511308
2624,5945 Misty Glen,78247-4702,29.595564,-98.3727
2625,2815 Lake Emerald,78222-1512,29.391677,-98.381768
2626,5419 Morey Rd,78227,29.392183,-98.596468
2627,6103 Apple Valley,78250,29.49989,-98.68609
2628,1100 Bitters Rd W,78216-7809,29.578783,-98.50984
2629,14618 Swale,78248-0944,29.578575,-98.534097
2630,2400 Cincinnati Ave,78228-5401,29.452114,-98.551418
2631,12002 Treewell Glen,78249-3932,29.556116,-98.649236
2632,8233 Ewing Halsell,78229-3707,29.515537,-98.575717
2633,100 Quill Dr W,78228-4011,29.46663,-98.567288
2634,560 Grandview Place,78209-5408,29.476918,-98.453963
2635,129 Woodlawn E,78212-3455,29.452966,-98.492743
2636,13113 Independence Ave,78233-4642,29.560106,-98.363304
2637,19500 Us Hwy 281 N,78258-7502,29.62437,-98.463167
2638,3601 Magic Dr,78229-2947,29.504459,-98.553036
2639,100 Quill Dr W,78228-4011,29.46663,-98.567288
2640,819 Clower,78212-1313,29.477689,-98.505245
2641,15801 Babcock Rd,78255,29.592419,-98.628901
2642,6500 Peace Pipe Dr,78238-3921,29.468459,-98.61477
2643,150 Lincolnshire,78220-3113,29.411599,-98.439379
2644,839 Kayton Ave,78210-3669,29.397413,-98.457181
2645,8700 Post Oak Ln,78217-5113,29.518842,-98.434132
2646,5406 Fair Rdg,78228-1053,29.48613,-98.581695
2647,13410 Military Hwy Nw,78231-1805,29.565395,-98.538871
2648,119 Stella,78203-2137,29.415178,-98.451518
2649,6203 Lark Valley Dr,78242-2011,29.355099,-98.624535
2650,1422 Golf Canyon,78258-7329,29.661911,-98.470918
2651,129 Woodlawn E,78212-3455,29.452966,-98.492743
2652,300 Cordelia,78237-2131,29.427889,-98.547333
2653,570 Congress,78214-2544,29.361632,-98.48275
2654,1226 Clower,78201-3621,29.477687,-98.514218
2655,1438 Socorro St,78214-3446,29.316035,-98.473505
2656,8233 Ewing Halsell,78229-3707,29.515537,-98.575717
2657,13125 Independence Ave,78233-4642,29.560298,-98.36281
2658,5350 Military Dr W,78242-1227,29.372335,-98.605657
2659,1310 Rice Rd,78220-3546,29.409098,-98.393061
2660,128 Perry Ct,78209-6212,29.467579,-98.462417
2661,11713 Whisper Valley,78230-3739,29.549375,-98.541602
2662,7900 Mordred Rd,78218,29.510181,-98.391221
2663,1500 Laurel W,78201-6218,29.443136,-98.515963
2664,200 Moursund Blvd,78221,29.334617,-98.503825
2665,300 Tyson,78237,29.417908,-98.584905
2666,641 Kings Hwy W,78212-2735,29.459644,-98.504404
2667,129 Woodlawn E,78212-3455,29.452966,-98.492743
2668,111 Westhaven,78227-3544,29.405611,-98.634674
2669,100 Lirio Dr,78207-6104,29.417827,-98.515606
2670,603 Robinhood Place E,78209-3429,29.498723,-98.454072
2671,13409 Military Hwy Nw,78231-1800,29.565277,-98.538802
2672,1500 San Pedro Ave,78212,29.447038,-98.499341
2673,1120 Loop 1604 Nw,78221,29.216218,-98.493725
2674,7737 Skolout St,78227-4020,29.400388,-98.642463
2675,129 Woodlawn E,78212-3455,29.452966,-98.492743
2676,1375 Creekview,78219,29.442313,-98.418453
2677,25001 Granite Path,78258-1924,29.64877,-98.500981
2678,2100 Martin St W,78207,29.431021,-98.515097
2679,2915 Commerce St E,78203,29.41951,-98.446376
2680,4122 New Braunfels Ave S,78223-1718,29.378204,-98.46117
2681,14600 Edgemont,78247-1904,29.573862,-98.387441
2682,8446 Vidor,78216-6043,29.515429,-98.472677
2683,903 Leahy,78221-1047,29.364706,-98.519707
2684,8602 Easy Valley,78227-2325,29.412848,-98.656622
2685,100 Wild Cherry,78228,29.465325,-98.557371
2686,300 Palm Dr,78228-3058,29.461339,-98.558237
2687,400 Boswell St,78214-2420,29.358969,-98.499043
2688,2606 Darwin,78228-3450,29.46267,-98.599163
2689,514 Walton  Ave,78225-1460,29.393561,-98.529686
2690,7863 Callaghan Rd,78229-2451,29.509288,-98.554267
2691,5000 Huntsmoor,78220-1857,29.421033,-98.395112
2692,1400 Sherman St,78202-1556,29.433965,-98.458114
2693,8200 Windover Dr,78218-1556,29.510798,-98.411222
2694,601 I St,78220-4102,29.405464,-98.437872
2695,8402 Oak Cross,78251-2569,29.4632,-98.662916
2696,8201 Rim Line Dr,78251,29.46257,-98.65694
2697,5410 Morey Rd,78227,29.392178,-98.601061
2698,8931 Rich Quail,78251-2973,29.450249,-98.659158
2699,5100 Usaa Blvd,78240-5009,29.533941,-98.585397
2700,380 Towne Vue,78213-2519,29.518439,-98.520365
2701,5410 Morey Rd,78227,29.392178,-98.601061
2702,7302 Westshire Dr,78227-2820,29.411543,-98.634195
2703,8026 Floyd Curl,78229-3915,29.512852,-98.577198
2704,7503 Marbach Rd,78227-1703,29.417781,-98.636485
2705,1811 Lamar,78202-1618,29.430978,-98.452817
2706,2828 Goliad Rd,78223-3960,29.35495,-98.432914
2707,203 Mcdonald,78210-4932,29.381017,-98.484417
2708,900 Brighton,78211-1740,29.375388,-98.516861
2709,100 Mission Rd,78210-2709,29.401584,-98.487578
2710,2831 Lombrano St,78228-6334,29.445658,-98.548951
2711,511 Blueridge,78228-6362,29.444686,-98.548444
2712,2700 Hunt Ln,78227,29.402602,-98.663136
2713,900 Wilson Blvd,78228-5317,29.455896,-98.539138
2714,7500 Old Corpus Christi Rd,78223,29.352155,-98.458709
2715,400 Wild Cherry,78228,29.468333,-98.556983
2716,1200 Memorial St,78228,29.445917,-98.563371
2717,1500 Memorial St,78228,29.448324,-98.563009
2718,818 Valley Hi Dr,78227-4604,29.380841,-98.640524
2719,300 Petaluma Blvd E,78221-3337,29.33914,-98.497261
2720,4238 Commerce St W,78237,29.429951,-98.546089
2721,403 Wildwood W,78212-1327,29.479477,-98.501789
2722,119 Pinewood Ln,78216-6728,29.509785,-98.49678
2723,103 Pinewood Ln,78216-6728,29.509817,-98.497862
2724,8403 Loop 410 Sw,78242-2519,29.345981,-98.627231
2725,450 Acme Rd S,78237-2215,29.426206,-98.58761
2726,1320 Austin Hwy,78209-4330,29.490647,-98.440211
2727,3300 Military Dr Se,78223-3980,29.351719,-98.432885
2728,2340 Crockett St E,78202-3213,29.423326,-98.443649
2729,835 Lee Hall,78212-1351,29.475932,-98.505929
2730,538 San Bernardo N,78228-6232,29.443787,-98.55378
2731,4307 Diamondhead Dr,78218-3508,29.495688,-98.409594
2732,403 Wildwood W,78212-1327,29.479477,-98.501789
2733,426 Koehler Ct,78223-2917,29.36642,-98.459697
2734,1300 Lombrano St,78207,29.443299,-98.529735
2735,2011 Bandera Rd,78228-2800,29.473317,-98.578678
2736,3006 Beacon Ave,78212-1018,29.491053,-98.504373
2737,20922 Creek River,78259-2071,29.635732,-98.400141
2738,5906 Elm Valley,78242-1610,29.360703,-98.617784
2739,7923 Donore Place,78229-2615,29.510188,-98.565253
2740,1437 Kendalia Ave,78224-1109,29.360204,-98.5319
2741,1999 Gulfmart,78217-6308,29.520196,-98.46442
2742,6305 Cagnon Rd,78252,29.369882,-98.707294
2743,8629 Perrin Beitel,78217-4818,29.518432,-98.410918
2744,5902 Bandera Rd,78238-1821,29.483079,-98.601849
2745,238 Oriole,78239,29.521798,-98.361671
2746,1800 Rigsby Ave,78210-3324,29.398022,-98.435729
2747,345 Quill Dr W,78228-3816,29.466128,-98.577847
2748,6305 Cagnon Rd,78252,29.369882,-98.707294
2749,7900 Bandera Rd,78250-6510,29.512402,-98.632184
2750,2606 Wagonwheel,78217,29.517534,-98.449597
2751,1615 Laredo St S,78207-7015,29.411384,-98.5095
2752,526 Koehler Ct,78223-2919,29.36643,-98.457768
2753,500 Dafoste,78220,29.421391,-98.431278
2754,1603 Santa Barbara,78201-4004,29.470396,-98.52108
2755,9520 Kriewald Rd,78245-9504,29.390549,-98.671972
2756,10810 Wedgewood,78230,29.539205,-98.530587
2757,5300 Loop 410 Sw,78227,29.375466,-98.638462
2758,8100 Marbach Rd,78227-1686,29.417817,-98.647048
2759,2214 Andros Place,78227-2934,29.409103,-98.625205
2760,7835 Braun Bend,78250-2681,29.516633,-98.652685
2761,478 French Place E,78212-3723,29.450089,-98.484319
2762,806 Westwood,78212-1847,29.469737,-98.506337
2763,3900 Martin St W,78207-2746,29.433017,-98.536856
2764,8307 Quail Creek Dr,78218-1504,29.513454,-98.416168
2765,210 Grimes St S,78203-2118,29.41841,-98.449919
2766,1731 Donaldson Ave,78228-3028,29.465452,-98.558611
2767,3500 Poplar St W,78228-6432,29.44258,-98.545802
2768,1132 Woodlawn W,78201-5731,29.4529,-98.513181
2769,602 Claude W Black,78203-1400,29.414435,-98.475614
2770,328 Kathy,78223-1254,29.375997,-98.465384
2771,300 Petaluma Blvd E,78221-3337,29.33914,-98.497261
2772,1315 Elmendorf N E,,29.425173,-98.494599
2773,100 Mission Rd,78210-2709,29.401584,-98.487578
2774,1000 Wilson Blvd,78228,29.456951,-98.539182
2775,6118 Rose Valley,78242-2521,29.346229,-98.622654
2776,6002 Elm Valley,78242-1614,29.360858,-98.618907
2777,1329 Lee Hall,78201-3611,29.476041,-98.516747
2778,246 Rice Rd,78220-3330,29.408873,-98.417684
2779,7220 Marbach Rd,78227-1916,29.417758,-98.632358
2780,186 Shadow Valley,78227-4832,29.361629,-98.641108
2781,2334 Winning Colors,78248-2515,29.578021,-98.531163
2782,8103 North Holw,78240,29.51595,-98.60118
2783,6810 King Henry,78229-4917,29.497493,-98.587269
2784,1623 Hermine Blvd,78201-2320,29.482571,-98.521703
2785,12506 La Bahia,78233-6323,29.551845,-98.392354
2786,3320 Commercial Ave,78221-2657,29.343807,-98.516226
2787,8607 Village Dr,78217-5505,29.519215,-98.427466
2788,139 Hermitage Ct,78223-2037,29.371979,-98.471497
2789,5525 Evers Rd,78238-1805,29.487884,-98.596681
2790,1219 Culebra Rd,78201-6008,29.445521,-98.527878
2791,15900 Us Hwy 281 N,78232-3727,29.586343,-98.474667
2792,1402 Clower,78201-3625,29.477688,-98.517453
2793,500 Summer,78258,29.616757,-98.497756
2794,11062 Kimes Park Dr,78249-4448,29.551495,-98.636986
2795,5025 Timberhill Dr,78238-3500,29.481367,-98.628295
2796,1303 Springvale Dr,78227-4715,29.38527,-98.637439
2797,25001 Granite Path,78258-1924,29.64877,-98.500981
2798,3200 Woodcliffe Dr,78230-5026,29.514656,-98.54352
2799,8400 Starcrest Dr,78218-2429,29.514291,-98.422853
2800,5343 Trading Post,78242-3017,29.336159,-98.602687
2801,5602 Mcqueen,78240-2437,29.49786,-98.596623
2802,934 Texas Ave,78201-6041,29.448689,-98.52829
2803,1503 Socorro St,78214-3447,29.316035,-98.473457
2804,375 Airlift Dr,78226-1804,29.373088,-98.568335
2805,1318 Rigsby Ave,78210-3760,29.398108,-98.447842
2806,6305 Cagnon Rd,78252,29.369882,-98.707294
2807,1438 Santa Monica,78201-4158,29.471998,-98.518868
2808,534 Hunt Ln,78245-1220,29.427652,-98.66897
2809,906 Fredericksburg Rd,78201-5747,29.451987,-98.513838
2810,234 Charles Rd,78209-5927,29.473831,-98.455945
2811,9768 Potranco Rd,78251-9615,29.437349,-98.681977
2812,300 Quill Dr W,78228-3815,29.466264,-98.574568
2813,9800 Potranco Rd,78251-9600,29.436842,-98.683798
2814,10134 Huebner Rd,78240-1372,29.537598,-98.586005
2815,1527 Santa Anna,78201-4124,29.471187,-98.520178
2816,1527 Santa Anna,78201-4124,29.471187,-98.520178
2817,2500 Hackberry St S,78210-5041,29.392054,-98.473486
2818,9139 Lytle Ave,78224-2245,29.331538,-98.541442
2819,123 Christine Dr,78223-1213,29.37964,-98.468418
2820,1118 Baetz Blvd W,78221-3113,29.332388,-98.522044
2821,9114 Hugo Cir,78224-2320,29.332314,-98.523678
2822,16002 Nacogdoches Rd,78247-1001,29.586613,-98.360627
2823,3211 Leewood,78230-4901,29.516001,-98.545003
